house,date,tot,phase_number,phase
04,2012-07-18,437.08360121527784,3,77.8746198148148
04,2012-07-19,439.7799752777778,1,312.621738599537
04,2012-07-19,439.7799752777778,2,48.88342016203704
04,2012-07-19,439.7799752777778,3,78.274814375
04,2012-07-20,434.55307878472223,1,310.14120262731484
04,2012-07-20,434.55307878472223,2,46.78777824074074
04,2012-07-20,434.55307878472223,3,77.62409334490741
04,2012-07-21,428.9427622453704,1,307.3632660648148
04,2012-07-21,428.9427622453704,2,47.05629523148148
04,2012-07-21,428.9427622453704,3,74.5231935648148
04,2012-07-22,490.74812180555557,1,319.6935639699074
04,2012-07-22,490.74812180555557,2,50.33985019675926
04,2012-07-22,490.74812180555557,3,120.71470961805556
04,2012-07-23,759.2733080092593,1,429.56489156249995
04,2012-07-23,759.2733080092593,2,136.6617670138889
04,2012-07-23,759.2733080092593,3,193.04664667824073
04,2012-07-24,706.9203175462962,1,410.71888862268514
04,2012-07-24,706.9203175462962,2,134.40860943287038
04,2012-07-24,706.9203175462962,3,161.79281707175926
04,2012-07-25,535.6477109953703,1,350.15414842592594
04,2012-07-25,535.6477109953703,2,81.47772252314815
04,2012-07-25,535.6477109953703,3,104.0158439236111
04,2012-07-26,523.4418000000001,1,348.0168849537037
04,2012-07-26,523.4418000000001,2,71.60885405092593
04,2012-07-26,523.4418000000001,3,103.81606105324074
04,2012-07-27,569.2622569675925,1,368.28565722222226
04,2012-07-27,569.2622569675925,2,80.01164287037037
04,2012-07-27,569.2622569675925,3,120.96495828703704
04,2012-07-28,627.939890162037,1,432.9506757523148
04,2012-07-28,627.939890162037,2,98.74729500000001
04,2012-07-28,627.939890162037,3,96.24191640046296
04,2012-07-29,619.5944595833333,1,400.4083344097223
04,2012-07-29,619.5944595833333,2,105.67913927083333
04,2012-07-29,619.5944595833333,3,113.50698541666665
04,2012-07-30,806.4677606712963,1,432.61912751157405
04,2012-07-30,806.4677606712963,2,172.61261975694444
04,2012-07-30,806.4677606712963,3,201.2360106597222
04,2012-07-31,780.1373654166666,1,453.7574980787037
04,2012-07-31,780.1373654166666,2,142.67035042824074
04,2012-07-31,780.1373654166666,3,183.7095111111111
04,2012-08-01,724.9973409259259,1,456.1396428935185
04,2012-08-01,724.9973409259259,2,104.63743793981482
04,2012-08-01,724.9973409259259,3,164.22025443287035
04,2012-08-02,626.168479699074,1,426.7230986458333
04,2012-08-02,626.168479699074,2,98.50141892361111
04,2012-08-02,626.168479699074,3,100.94396277777777
04,2012-08-03,705.0117732638889,1,457.57803549768516
04,2012-08-03,705.0117732638889,2,111.60124752314815
04,2012-08-03,705.0117732638889,3,135.83248922453703
04,2012-08-04,948.4718601388889,1,550.6892000462964
04,2012-08-04,948.4718601388889,2,187.42443364583332
04,2012-08-04,948.4718601388889,3,210.35822912037037
04,2012-08-05,759.9611767476852,1,493.1760375462963
04,2012-08-05,759.9611767476852,2,160.85922226851852
04,2012-08-05,759.9611767476852,3,105.9259205324074
04,2012-08-06,666.9003480555555,1,419.8623172222222
04,2012-08-06,666.9003480555555,2,101.31089128472222
04,2012-08-06,666.9003480555555,3,145.7271417939815
04,2012-08-07,734.5189268055556,1,489.0605596875
04,2012-08-07,734.5189268055556,2,132.32073253472223
04,2012-08-07,734.5189268055556,3,113.1376346412037
04,2012-08-08,702.6874008796296,1,443.6523166087963
04,2012-08-08,702.6874008796296,2,142.55782782407405
04,2012-08-08,702.6874008796296,3,116.47725988425927
04,2012-08-09,863.6276375694446,1,507.34561570601846
04,2012-08-09,863.6276375694446,2,192.18640027777778
04,2012-08-09,863.6276375694446,3,164.09562149305557
04,2012-08-10,601.3376728472223,1,382.27979508101856
04,2012-08-10,601.3376728472223,2,94.45874171296296
04,2012-08-10,601.3376728472223,3,124.59914226851853
04,2012-08-11,719.9376612731481,1,454.2670995138889
04,2012-08-11,719.9376612731481,2,159.64735828703704
04,2012-08-11,719.9376612731481,3,106.02320506944444
04,2012-08-12,830.6448247569444,1,540.5516260648149
04,2012-08-12,830.6448247569444,2,144.94489399305556
04,2012-08-12,830.6448247569444,3,145.1483014699074
04,2012-08-13,598.4230321064815,1,411.94723871527776
04,2012-08-13,598.4230321064815,2,94.37582299768518
04,2012-08-13,598.4230321064815,3,92.09997569444445
04,2012-08-14,689.092370474537,1,454.9363039583333
04,2012-08-14,689.092370474537,2,115.22729385416666
04,2012-08-14,689.092370474537,3,118.92877899305556
04,2012-08-15,686.8040731944445,1,446.7800449421296
04,2012-08-15,686.8040731944445,2,126.2953561111111
04,2012-08-15,686.8040731944445,3,113.72868100694446
04,2012-08-16,783.4492285648149,1,504.0625155787037
04,2012-08-16,783.4492285648149,2,165.86957030092591
04,2012-08-16,783.4492285648149,3,113.51714569444445
04,2012-08-17,624.759895011574,1,397.1445011226852
04,2012-08-17,624.759895011574,2,120.31757538194445
04,2012-08-17,624.759895011574,3,107.29782546296295
04,2012-08-18,964.4770523842593,1,603.2659958449074
04,2012-08-18,964.4770523842593,2,267.5586948148148
04,2012-08-18,964.4770523842593,3,93.65237511574074
04,2012-08-19,633.6619316203703,1,444.2488228356481
04,2012-08-19,633.6619316203703,2,104.64814822916667
04,2012-08-19,633.6619316203703,3,84.7649685300926
04,2012-08-20,965.7826366666667,1,567.3544416087964
04,2012-08-20,965.7826366666667,2,217.2454502662037
04,2012-08-20,965.7826366666667,3,181.1827431712963
04,2012-08-21,760.5537625347222,1,486.2184073148148
04,2012-08-21,760.5537625347222,2,106.12883383101853
04,2012-08-21,760.5537625347222,3,168.2065155324074
04,2012-08-22,737.3469005092593,1,492.5070948958333
04,2012-08-22,737.3469005092593,2,151.89479519675925
04,2012-08-22,737.3469005092593,3,92.94501101851851
04,2012-08-23,733.6187011458334,1,496.4802596180556
04,2012-08-23,733.6187011458334,2,111.96100949074075
04,2012-08-23,733.6187011458334,3,125.17743077546295
04,2012-08-24,669.2913235532407,1,438.3709605787037
04,2012-08-24,669.2913235532407,2,103.45390114583334
04,2012-08-24,669.2913235532407,3,127.46645744212964
04,2012-08-25,690.8571553703704,1,446.13337440972225
04,2012-08-25,690.8571553703704,2,114.46070641203704
04,2012-08-25,690.8571553703704,3,130.2630686574074
04,2012-08-26,724.7966167013889,1,486.9002533796296
04,2012-08-26,724.7966167013889,2,127.58672570601851
04,2012-08-26,724.7966167013889,3,110.30963540509259
04,2012-08-27,743.2194122685185,1,460.54181378472225
04,2012-08-27,743.2194122685185,2,135.76861186342592
04,2012-08-27,743.2194122685185,3,146.90898438657408
04,2012-08-28,693.5962682523148,1,454.1654215277778
04,2012-08-28,693.5962682523148,2,115.13026347222223
04,2012-08-28,693.5962682523148,3,124.3005812037037
04,2012-08-29,645.7104230208333,1,414.1315631597222
04,2012-08-29,645.7104230208333,2,98.57040793981481
04,2012-08-29,645.7104230208333,3,133.00845383101853
04,2012-08-30,831.3277238888888,1,503.4517780439815
04,2012-08-30,831.3277238888888,2,164.62988130787036
04,2012-08-30,831.3277238888888,3,163.24606380787037
04,2012-08-31,538.8613245023148,1,350.5138173263889
04,2012-08-31,538.8613245023148,2,90.38596460648148
04,2012-08-31,538.8613245023148,3,97.96154420138889
04,2012-09-01,630.3097315972223,1,384.2612704513889
04,2012-09-01,630.3097315972223,2,103.89144118055555
04,2012-09-01,630.3097315972223,3,142.1570280324074
04,2012-09-02,580.6576852314815,1,366.25094452546296
04,2012-09-02,580.6576852314815,2,74.71793787037038
04,2012-09-02,580.6576852314815,3,139.6887983449074
04,2012-09-03,836.2668122685185,1,506.98892847222226
04,2012-09-03,836.2668122685185,2,173.70578924768517
04,2012-09-03,836.2668122685185,3,155.57209307870372
04,2012-09-04,683.1347855671296,1,412.2924540972222
04,2012-09-04,683.1347855671296,2,117.59614431712964
04,2012-09-04,683.1347855671296,3,153.24618618055555
04,2012-09-05,1000.0278831828703,1,541.4362403935186
04,2012-09-05,1000.0278831828703,2,244.5904218865741
04,2012-09-05,1000.0278831828703,3,214.00122427083332
04,2012-09-06,715.1673310300926,1,454.0884876967592
04,2012-09-06,715.1673310300926,2,113.65187329861111
04,2012-09-06,715.1673310300926,3,147.4269649652778
04,2012-09-07,699.151498599537,1,441.4675492361111
04,2012-09-07,699.151498599537,2,112.84679909722222
04,2012-09-07,699.151498599537,3,144.8371541087963
04,2012-09-08,626.5718906018518,1,403.6685508680556
04,2012-09-08,626.5718906018518,2,119.5911278935185
04,2012-09-08,626.5718906018518,3,103.31219828703703
04,2012-09-09,629.4145824884259,1,415.1446786689815
04,2012-09-09,629.4145824884259,2,99.12641125
04,2012-09-09,629.4145824884259,3,115.1434918287037
04,2012-09-10,847.8286363425926,1,526.9029245601852
04,2012-09-10,847.8286363425926,2,145.0521007175926
04,2012-09-10,847.8286363425926,3,175.87361343749998
04,2012-09-11,592.1542694791667,1,397.1577435879629
04,2012-09-11,592.1542694791667,2,80.80138090277778
04,2012-09-11,592.1542694791667,3,114.19514325231482
04,2012-09-12,705.5124324537037,1,443.8646967824074
04,2012-09-12,705.5124324537037,2,110.41411182870371
04,2012-09-12,705.5124324537037,3,151.23362765046295
04,2012-09-13,772.7379607291666,1,469.26645590277775
04,2012-09-13,772.7379607291666,2,159.36482310185184
04,2012-09-13,772.7379607291666,3,144.10667506944444
04,2012-09-14,426.0684791435185,1,276.997850474537
04,2012-09-14,426.0684791435185,2,10.606196956018518
04,2012-09-14,426.0684791435185,3,138.4644253125
04,2012-09-15,759.3465007060184,1,462.8781669675926
04,2012-09-15,759.3465007060184,2,160.67944005787035
04,2012-09-15,759.3465007060184,3,135.78889938657406
04,2012-09-16,623.4101313657408,1,400.6271131018518
04,2012-09-16,623.4101313657408,2,110.57723994212962
04,2012-09-16,623.4101313657408,3,112.20577577546297
04,2012-09-17,651.2128810995371,1,388.60078623842594
04,2012-09-17,651.2128810995371,2,110.8689761226852
04,2012-09-17,651.2128810995371,3,151.74311726851852
04,2012-09-18,617.380082650463,1,392.78226325231486
04,2012-09-18,617.380082650463,2,91.69240034722222
04,2012-09-18,617.380082650463,3,132.9054216550926
04,2012-09-19,644.2910852662037,1,379.04208266203705
04,2012-09-19,644.2910852662037,2,91.30670003472223
04,2012-09-19,644.2910852662037,3,173.94229324074075
04,2012-09-20,852.8554838773148,1,505.6926446296296
04,2012-09-20,852.8554838773148,2,200.0070502314815
04,2012-09-20,852.8554838773148,3,147.15578474537037
04,2012-09-21,715.8520610069445,1,438.2346741087963
04,2012-09-21,715.8520610069445,2,104.53211545138889
04,2012-09-21,715.8520610069445,3,173.08526302083334
04,2012-09-22,725.2923475578704,1,426.7669404861111
04,2012-09-22,725.2923475578704,2,152.37284491898149
04,2012-09-22,725.2923475578704,3,146.1525558333333
04,2012-09-23,778.3380896180556,1,540.5492795601851
04,2012-09-23,778.3380896180556,2,79.26027819444445
04,2012-09-23,778.3380896180556,3,158.5285308449074
04,2012-09-24,1085.5786043287037,1,769.4016486805556
04,2012-09-24,1085.5786043287037,2,156.31839233796296
04,2012-09-24,1085.5786043287037,3,159.85857971064814
04,2012-09-25,1097.9439510185184,1,627.3889072337963
04,2012-09-25,1097.9439510185184,2,235.61289462962964
04,2012-09-25,1097.9439510185184,3,234.94215770833333
04,2012-09-26,908.2477114583332,1,564.9666285763889
04,2012-09-26,908.2477114583332,2,114.85794085648148
04,2012-09-26,908.2477114583332,3,228.42314787037037
04,2012-09-27,813.8939885648149,1,499.30074179398144
04,2012-09-27,813.8939885648149,2,150.22340369212964
04,2012-09-27,813.8939885648149,3,164.3698435648148
04,2012-09-28,756.5833116550925,1,464.5735583796296
04,2012-09-28,756.5833116550925,2,136.3573563773148
04,2012-09-28,756.5833116550925,3,155.65241010416665
04,2012-09-29,956.2515456712963,1,635.8606013425926
04,2012-09-29,956.2515456712963,2,164.7105992476852
04,2012-09-29,956.2515456712963,3,155.68034413194442
04,2012-09-30,1069.624538148148,1,830.0357493287037
04,2012-09-30,1069.624538148148,2,87.54204871527777
04,2012-09-30,1069.624538148148,3,152.0467367013889
04,2012-10-01,747.0062105555555,1,484.62671656249995
04,2012-10-01,747.0062105555555,2,158.20618293981482
04,2012-10-01,747.0062105555555,3,104.17330991898149
04,2012-10-02,556.8230955208334,1,368.5863390162037
04,2012-10-02,556.8230955208334,2,103.51979107638888
04,2012-10-02,556.8230955208334,3,84.71696600694445
04,2012-10-03,459.13477450231477,1,320.7918347106482
04,2012-10-03,459.13477450231477,2,54.7336575462963
04,2012-10-03,459.13477450231477,3,83.60928356481482
04,2012-10-04,522.8104343402778,1,356.02863450231484
04,2012-10-04,522.8104343402778,2,59.91734521990741
04,2012-10-04,522.8104343402778,3,106.86445283564814
04,2012-10-05,818.5601095138888,1,594.1817112268519
04,2012-10-05,818.5601095138888,2,95.61029332175926
04,2012-10-05,818.5601095138888,3,128.76809447916668
04,2012-10-06,696.4801485416666,1,421.356866099537
04,2012-10-06,696.4801485416666,2,123.81789085648148
04,2012-10-06,696.4801485416666,3,151.30539907407407
04,2012-10-07,892.3657909143518,1,561.204258136574
04,2012-10-07,892.3657909143518,2,185.00849318287038
04,2012-10-07,892.3657909143518,3,146.15303967592592
04,2012-10-08,836.2138800925925,1,477.7552504166667
04,2012-10-08,836.2138800925925,2,185.6662220023148
04,2012-10-08,836.2138800925925,3,172.79240936342592
04,2012-10-09,724.8408422569444,1,441.60295734953706
04,2012-10-09,724.8408422569444,2,117.93072579861112
04,2012-10-09,724.8408422569444,3,165.30715537037037
04,2012-10-10,1001.8600295717594,1,715.1669296990741
04,2012-10-10,1001.8600295717594,2,126.37607400462963
04,2012-10-10,1001.8600295717594,3,160.31702556712963
04,2012-10-11,759.3271498726851,1,481.3066913541667
04,2012-10-11,759.3271498726851,2,121.06611016203703
04,2012-10-11,759.3271498726851,3,156.95436633101852
04,2012-10-12,831.8070985069445,1,521.927668425926
04,2012-10-12,831.8070985069445,2,160.71404528935184
04,2012-10-12,831.8070985069445,3,149.165381875
04,2012-10-13,670.6110245023148,1,435.4929074074074
04,2012-10-13,670.6110245023148,2,104.69997215277779
04,2012-10-13,670.6110245023148,3,130.4181473263889
04,2012-10-14,1026.8838977777777,1,668.6311400115741
04,2012-10-14,1026.8838977777777,2,135.09847597222222
04,2012-10-14,1026.8838977777777,3,223.15427890046297
04,2012-10-15,1007.6501619328703,1,626.5319459143518
04,2012-10-15,1007.6501619328703,2,196.1527370486111
04,2012-10-15,1007.6501619328703,3,184.96547412037037
04,2012-10-16,825.2227130092592,1,496.0482297106481
04,2012-10-16,825.2227130092592,2,138.76650185185184
04,2012-10-16,825.2227130092592,3,190.4079871875
04,2012-10-17,870.2286069097222,1,551.3508571875
04,2012-10-17,870.2286069097222,2,146.21494277777776
04,2012-10-17,870.2286069097222,3,172.6628071759259
04,2012-10-18,933.598468900463,1,573.5908762962963
04,2012-10-18,933.598468900463,2,195.05156012731484
04,2012-10-18,933.598468900463,3,164.95602418981483
04,2012-10-19,865.4542927662037,1,528.839417175926
04,2012-10-19,865.4542927662037,2,128.33731848379628
04,2012-10-19,865.4542927662037,3,208.27754994212964
04,2012-10-20,803.5131096643519,1,498.98231121527783
04,2012-10-20,803.5131096643519,2,148.1439420949074
04,2012-10-20,803.5131096643519,3,156.38685671296295
04,2012-10-21,780.7269069444445,1,471.1506859606481
04,2012-10-21,780.7269069444445,2,146.9577383449074
04,2012-10-21,780.7269069444445,3,162.61847945601852
04,2012-10-22,864.2332245601851,1,521.1116788194444
04,2012-10-22,864.2332245601851,2,160.87553846064816
04,2012-10-22,864.2332245601851,3,182.24599633101852
04,2012-10-23,673.5554490046296,1,405.033202962963
04,2012-10-23,673.5554490046296,2,98.34713092592592
04,2012-10-23,673.5554490046296,3,170.17510708333333
04,2012-10-24,893.0987797800926,1,541.9961023958333
04,2012-10-24,893.0987797800926,2,143.56853631944446
04,2012-10-24,893.0987797800926,3,207.53414163194446
04,2012-10-25,893.5988598263888,1,550.8177326388889
04,2012-10-25,893.5988598263888,2,177.37057976851852
04,2012-10-25,893.5988598263888,3,165.41054957175925
04,2012-10-26,853.934060949074,1,528.2552336574074
04,2012-10-26,853.934060949074,2,134.37404858796296
04,2012-10-26,853.934060949074,3,191.3047782060185
04,2012-10-27,931.1349792476852,1,604.3935681944445
04,2012-10-27,931.1349792476852,2,165.74803028935185
04,2012-10-27,931.1349792476852,3,160.99337181712963
04,2012-10-28,1071.2680090856481,1,521.2805745949074
04,2012-10-28,1071.2680090856481,2,137.73929196759258
04,2012-10-28,1071.2680090856481,3,412.2481515625
04,2012-10-29,1543.5343027314814,1,576.7049646412037
04,2012-10-29,1543.5343027314814,2,146.51371890046295
04,2012-10-29,1543.5343027314814,3,820.3156007407407
04,2012-10-30,1459.1015720023147,1,524.4224495833333
04,2012-10-30,1459.1015720023147,2,152.61834172453703
04,2012-10-30,1459.1015720023147,3,782.0607855324074
04,2012-10-31,1414.5712345023148,1,535.3125931712963
04,2012-10-31,1414.5712345023148,2,100.9745895601852
04,2012-10-31,1414.5712345023148,3,778.2840399537038
05,2012-06-27,790.5387800462963,1,244.38834369212964
05,2012-06-27,790.5387800462963,2,188.33843782407408
05,2012-06-27,790.5387800462963,3,357.811987962963
05,2012-06-28,605.8814140856482,1,175.8229847337963
05,2012-06-28,605.8814140856482,2,80.99473873842592
05,2012-06-28,605.8814140856482,3,349.06369280092593
05,2012-06-29,647.5374583217592,1,217.4607767476852
05,2012-06-29,647.5374583217592,2,74.88199561342593
05,2012-06-29,647.5374583217592,3,355.19468450231483
05,2012-06-30,620.1579654050927,1,195.73638435185185
05,2012-06-30,620.1579654050927,2,79.49275894675925
05,2012-06-30,620.1579654050927,3,344.92881689814817
05,2012-07-01,566.6234616782408,1,154.3204597800926
05,2012-07-01,566.6234616782408,2,79.47086347222222
05,2012-07-01,566.6234616782408,3,332.83214024305556
05,2012-07-02,608.4629136921296,1,152.16040243055556
05,2012-07-02,608.4629136921296,2,69.12419835648149
05,2012-07-02,608.4629136921296,3,387.17831493055553
05,2012-07-03,580.7275631712963,1,143.9092948148148
05,2012-07-03,580.7275631712963,2,69.65761366898148
05,2012-07-03,580.7275631712963,3,367.1606601967593
05,2012-07-04,660.2457263310185,1,190.5064199074074
05,2012-07-04,660.2457263310185,2,83.46195694444445
05,2012-07-04,660.2457263310185,3,386.2773490972222
05,2012-07-05,596.3968351273148,1,147.31185780092594
05,2012-07-05,596.3968351273148,2,107.51178864583335
05,2012-07-05,596.3968351273148,3,341.5731857638889
05,2012-07-06,605.2466748958334,1,169.6448009837963
05,2012-07-06,605.2466748958334,2,73.24571162037037
05,2012-07-06,605.2466748958334,3,362.3561588425926
05,2012-07-07,530.854380474537,1,153.21663663194443
05,2012-07-07,530.854380474537,2,42.10615686342593
05,2012-07-07,530.854380474537,3,335.5315884953704
05,2012-07-08,620.9720064236111,1,185.82755128472223
05,2012-07-08,620.9720064236111,2,79.14660297453705
05,2012-07-08,620.9720064236111,3,355.9978527314815
05,2012-07-09,610.6107020601852,1,188.5119060648148
05,2012-07-09,610.6107020601852,2,75.86928866898148
05,2012-07-09,610.6107020601852,3,346.22951217592595
05,2012-07-10,545.1735325925926,1,132.84248200231482
05,2012-07-10,545.1735325925926,2,79.06216614583333
05,2012-07-10,545.1735325925926,3,333.2688833449074
05,2012-07-11,614.441781550926,1,174.70412295138888
05,2012-07-11,614.441781550926,2,80.50165696759258
05,2012-07-11,614.441781550926,3,359.23600458333334
05,2012-07-12,632.4783044097222,1,154.2150007986111
05,2012-07-12,632.4783044097222,2,117.27233582175926
05,2012-07-12,632.4783044097222,3,360.9909748842593
05,2012-07-13,667.1453179282407,1,189.80316371527778
05,2012-07-13,667.1453179282407,2,117.55187550925926
05,2012-07-13,667.1453179282407,3,359.79029417824074
05,2012-07-14,700.9419417592593,1,192.24303094907407
05,2012-07-14,700.9419417592593,2,119.6234016087963
05,2012-07-14,700.9419417592593,3,389.07550460648145
05,2012-07-15,569.8611139814815,1,174.98322791666666
05,2012-07-15,569.8611139814815,2,73.25681395833332
05,2012-07-15,569.8611139814815,3,321.62107499999996
05,2012-07-16,606.757509074074,1,156.41722392361112
05,2012-07-16,606.757509074074,2,99.71781221064815
05,2012-07-16,606.757509074074,3,350.6224702083333
05,2012-07-17,662.2983516666667,1,228.08274586805555
05,2012-07-17,662.2983516666667,2,96.36370359953705
05,2012-07-17,662.2983516666667,3,337.8518897916667
05,2012-07-18,571.8284648148148,1,154.54632407407408
05,2012-07-18,571.8284648148148,2,63.27321371527778
05,2012-07-18,571.8284648148148,3,354.0089275115741
05,2012-07-19,664.2034513310185,1,193.40898153935186
05,2012-07-19,664.2034513310185,2,117.15488100694445
05,2012-07-19,664.2034513310185,3,353.63958413194445
05,2012-07-20,593.4874228587963,1,129.90341041666667
05,2012-07-20,593.4874228587963,2,72.91768130787037
05,2012-07-20,593.4874228587963,3,390.6663237615741
05,2012-07-21,738.1831785300926,1,189.744364375
05,2012-07-21,738.1831785300926,2,135.76664994212962
05,2012-07-21,738.1831785300926,3,412.6721705671296
05,2012-07-22,592.9715169560185,1,189.38440586805555
05,2012-07-22,592.9715169560185,2,81.0326299537037
05,2012-07-22,592.9715169560185,3,322.55448341435186
05,2012-07-23,567.0399736226852,1,177.1227998611111
05,2012-07-23,567.0399736226852,2,55.67948313657408
05,2012-07-23,567.0399736226852,3,334.23769114583337
05,2012-07-24,641.8734786689814,1,227.77322931712962
05,2012-07-24,641.8734786689814,2,84.35867306712963
05,2012-07-24,641.8734786689814,3,329.74157935185184
05,2012-07-25,591.0423829050926,1,191.70777443287037
05,2012-07-25,591.0423829050926,2,63.2515952199074
05,2012-07-25,591.0423829050926,3,336.08301168981484
05,2012-07-26,687.2714663773148,1,230.328825625
05,2012-07-26,687.2714663773148,2,87.97080445601851
05,2012-07-26,687.2714663773148,3,368.9718356828704
05,2012-07-27,579.3017002199074,1,176.10954873842593
05,2012-07-27,579.3017002199074,2,55.26025657407407
05,2012-07-27,579.3017002199074,3,347.9318915740741
05,2012-07-28,660.8682593865741,1,170.59836193287038
05,2012-07-28,660.8682593865741,2,103.1572642013889
05,2012-07-28,660.8682593865741,3,387.1126449305556
05,2012-07-29,573.6774979513889,1,143.65876681712962
05,2012-07-29,573.6774979513889,2,63.869201458333336
05,2012-07-29,573.6774979513889,3,366.14953099537036
05,2012-07-30,619.9439716203703,1,189.27232054398146
05,2012-07-30,619.9439716203703,2,77.38358138888889
05,2012-07-30,619.9439716203703,3,353.28806814814817
05,2012-07-31,619.5225982175926,1,199.95543121527777
05,2012-07-31,619.5225982175926,2,80.36090931712964
05,2012-07-31,619.5225982175926,3,339.20625304398146
05,2012-08-01,546.8069920949074,1,177.3596262037037
05,2012-08-01,546.8069920949074,2,49.72972641203703
05,2012-08-01,546.8069920949074,3,319.7176412152778
05,2012-08-02,631.8681051041667,1,172.12993508101852
05,2012-08-02,631.8681051041667,2,63.96001936342593
05,2012-08-02,631.8681051041667,3,395.7781488194444
05,2012-08-03,616.3098485532407,1,161.59658530092594
05,2012-08-03,616.3098485532407,2,85.95310017361112
05,2012-08-03,616.3098485532407,3,368.7601645717593
05,2012-08-04,769.4636548958333,1,222.46434251157407
05,2012-08-04,769.4636548958333,2,128.0587651851852
05,2012-08-04,769.4636548958333,3,418.9405437037037
05,2012-08-05,588.4022592476852,1,137.79397104166665
05,2012-08-05,588.4022592476852,2,109.02578784722222
05,2012-08-05,588.4022592476852,3,341.5824968287037
05,2012-08-06,839.8674742939814,1,203.1126672800926
05,2012-08-06,839.8674742939814,2,256.1908112152778
05,2012-08-06,839.8674742939814,3,380.5639945138889
05,2012-08-07,687.3665547337963,1,185.2895741435185
05,2012-08-07,687.3665547337963,2,142.5476566550926
05,2012-08-07,687.3665547337963,3,359.5293202777778
05,2012-08-08,802.0314610879631,1,174.6735916550926
05,2012-08-08,802.0314610879631,2,264.1114286921296
05,2012-08-08,802.0314610879631,3,363.2464407986111
05,2012-08-09,892.621994224537,1,197.68836325231482
05,2012-08-09,892.621994224537,2,312.5313622800926
05,2012-08-09,892.621994224537,3,382.40226296296294
05,2012-08-10,731.8931540856481,1,210.1752452777778
05,2012-08-10,731.8931540856481,2,161.84001773148148
05,2012-08-10,731.8931540856481,3,359.8778919328704
05,2012-08-11,642.3530997222222,1,184.06117528935184
05,2012-08-11,642.3530997222222,2,118.9243919675926
